id_emp,codigo,protocolo,empreendimento,tipo,situacao,potencia_mw,rio,municipio,lat_barragem,lon_barragem,lat_casa_forca,lon_casa_forca,lat_barragem_original,lon_barragem_original,lat_barragem_conferida,lon_barragem_conferida,coordenada_status,status_barragem,status_casa_forca,fase_verificada,grau_confianca,observacao,data_conferencia,origem_conferencia,prioridade_siga,siga_fase,siga_nome,chave_local
434,00.256-1,197200073,CGH LAJEADO (Piquiri),CGH,DEFERIDO,4.6,SAPUCAIA,ANAHY / IGUATU,-24.70671,-53.142048,-24.69906,-53.144873,-24.70671,-53.142048,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lajeado (Piquiri): vale florestado/agrícola com drenagem natural, sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.7067,-53.142"
435,00.257-1,160005815,CGH LAJEADO (Piquiri),CGH,ARQUIVADO,4.6,SAPUCAIA,ANAHY / IGUATU,-24.70671,-53.142048,,-53.142749,-24.70671,-53.142048,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lajeado (Piquiri): vale florestado/agrícola com drenagem natural, sem barragem. Não construída.",2026-06-21,propagado:#434,3,,,"-24.7067,-53.142"
436,00.258-1,158480611,CGH LAJEADO GRANDE,MCH,ARQUIVADO,0.01,LAJEADO GRANDE,VERE,-25.868478,-53.03072,,-52.90778,-25.868478,-53.03072,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lajeado Grande: terreno rural ondulado com matas/lavoura, drenagem natural, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.8685,-53.0307"
437,00.259-1,135326089,CGH LAMBARI,CGH,ARQUIVADO,1.5,MARRECAS,FLOR DA SERRA DO SUL / MARMELEIRO,-26.21621,-53.167355,,-53.167355,-26.21621,-53.167355,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lambari: lavoura extensa com vales florestados/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-26.2162,-53.1674"
438,00.260-1,72678591,CGH LARA E REITMEYER,MGH,DEFERIDO,0.33,SANTO ANTÔNIO,SANTA MARIA DO OESTE,-24.968043,-51.87811,,-51.87811,-24.968043,-51.87811,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lara e Reitmeyer: terreno florestal com drenagem (rio Santo Antônio) no marcador, sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.968,-51.8781"
439,00.261-1,120851047,CGH LARA E REITMEYER,MGH,DEFERIDO,0.33,SANTO ANTÔNIO,SANTA MARIA DO OESTE,-24.968043,-51.87811,,-51.87811,-24.968043,-51.87811,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lara e Reitmeyer: terreno florestal com drenagem (rio Santo Antônio) no marcador, sem barragem. Não construída.",2026-06-21,propagado:#438,3,,,"-24.968,-51.8781"
440,00.262-1,78120738,CGH LARANJINHA,CGH,INDEFERIDO,0.88,LARANJINHA,NOVA FÁTIMA / RIBEIRÃO DO PINHAL,-23.414305,-50.451884,,-50.451884,-23.414305,-50.451884,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Laranjinha: Rio Laranjinha natural (sem represamento) junto à PR-218 e Estância Cristo Rei; estruturas rurais/rodoviárias, sem barragem/casa de força. Não construída.",2026-06-21,propagado:#441,3,,,"-23.4143,-50.4519"
441,00.263-1,79965235,CGH LARANJINHA,CGH,INDEFERIDO,3.1,LARANJINHA,RIBEIRÃO DO PINHAL / NOVA FÁTIMA,-23.414305,-50.451884,,-50.451884,-23.414305,-50.451884,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Laranjinha: Rio Laranjinha natural (sem represamento) junto à PR-218 e Estância Cristo Rei; estruturas rurais/rodoviárias, sem barragem/casa de força. Não construída.",2026-06-21,direta,3,,,"-23.4143,-50.4519"
442,00.264-1,150265053,CGH LARANJINHA,CGH,INDEFERIDO,3.1,LARANJINHA,RIBEIRÃO DO PINHAL / NOVA FÁTIMA,-23.414305,-50.451884,,-50.451884,-23.414305,-50.451884,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Laranjinha: Rio Laranjinha natural (sem represamento) junto à PR-218 e Estância Cristo Rei; estruturas rurais/rodoviárias, sem barragem/casa de força. Não construída.",2026-06-21,propagado:#441,3,,,"-23.4143,-50.4519"
443,00.265-1,153853584,CGH LARANJINHA (NOVO 078120738),CGH,INDEFERIDO,0.88,LARANJINHA,RIBEIRÃO DO PINHAL / NOVA FÁTIMA,-23.414585,-50.45217,,-50.356668,-23.414585,-50.45217,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Laranjinha (Novo): Rio Laranjinha meândrico natural com ponte e mata ciliar em lavoura/pasto, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-23.4146,-50.4522"
444,00.266-1,205469273,CGH LERROVILLE II,CGH,PROTOCOLADO,0.952,APUCARANINHA,LONDRINA,-23.749725,-51.016286,,,-23.749725,-51.016286,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lerroville II: lavoura de contorno com vale florestado/drenagem natural e estrada cruzando, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-23.7497,-51.0163"
445,00.267-1,120852230,CGH LIBERA MARIA,CGH,DEFERIDO,1,JACUTINGA,BITURUNA,-26.084454,-51.62643,,-51.62643,-26.084454,-51.62643,-26.084454,-51.62643,Confirmada visual,Validado,Validado,Operação,Alto,"CGH Libera Maria: CGH CONSTRUÍDA — conduto forçado (penstock) descendo a encosta, casa de força (edificação telhado laranja), tomada d'água e obras junto ao rio claramente visíveis (zoom). Descoberta no grupo prio-3 'sem match SIGA' (5ª CGH construída encontrada, como #234/#25/#490). Terraplenagem extensa em 9/2023 (obras recentes); provavelmente em operação na data atual. Confirmar potência/operação em 2ª passada.",2026-06-21,direta,3,,,"-26.0845,-51.6264"
446,00.268-1,162806513,CGH LIBERA MARIA,CGH,DEFERIDO,1,JACUTINGA,BITURUNA,-26.084454,-51.62643,,-51.62643,-26.084454,-51.62643,-26.084454,-51.62643,Confirmada visual,Validado,Validado,Operação,Alto,"CGH Libera Maria: CGH CONSTRUÍDA — conduto forçado (penstock) descendo a encosta, casa de força (edificação telhado laranja), tomada d'água e obras junto ao rio claramente visíveis (zoom). Descoberta no grupo prio-3 'sem match SIGA' (5ª CGH construída encontrada, como #234/#25/#490). Terraplenagem extensa em 9/2023 (obras recentes); provavelmente em operação na data atual. Confirmar potência/operação em 2ª passada.",2026-06-21,propagado:#445,3,,,"-26.0845,-51.6264"
447,00.269-1,181646209,CGH LIBERA MARIA,CGH,DEFERIDO,1,JACUTINGA,BITURUNA,-26.084454,-51.62643,,,-26.084452,-51.626435,-26.084454,-51.62643,Confirmada visual,Validado,Validado,Operação,Alto,"CGH Libera Maria: CGH CONSTRUÍDA — conduto forçado (penstock) descendo a encosta, casa de força (edificação telhado laranja), tomada d'água e obras junto ao rio claramente visíveis (zoom). Descoberta no grupo prio-3 'sem match SIGA' (5ª CGH construída encontrada, como #234/#25/#490). Terraplenagem extensa em 9/2023 (obras recentes); provavelmente em operação na data atual. Confirmar potência/operação em 2ª passada.",2026-06-21,propagado:#445,3,,,"-26.0845,-51.6264"
448,00.907-1,187528160,CGH LIBERA MARIA, CGH,DEFERIDO,1,JACUTINGA,BITURUNA,-26.084454,-51.62643,?,?,-26.084452,-51.626435,-26.084454,-51.62643,Confirmada visual,Validado,Validado,Operação,Alto,"CGH Libera Maria: CGH CONSTRUÍDA — conduto forçado (penstock) descendo a encosta, casa de força (edificação telhado laranja), tomada d'água e obras junto ao rio claramente visíveis (zoom). Descoberta no grupo prio-3 'sem match SIGA' (5ª CGH construída encontrada, como #234/#25/#490). Terraplenagem extensa em 9/2023 (obras recentes); provavelmente em operação na data atual. Confirmar potência/operação em 2ª passada.",2026-06-21,propagado:#445,3,,,"-26.0845,-51.6264"
449,00.270-1,189216050,CGH LIBERA MARIA,CGH,DEFERIDO,1,JACUTINGA,BITURUNA,-26.084454,-51.62643,,,-26.084452,-51.626435,-26.084454,-51.62643,Confirmada visual,Validado,Validado,Operação,Alto,"CGH Libera Maria: CGH CONSTRUÍDA — conduto forçado (penstock) descendo a encosta, casa de força (edificação telhado laranja), tomada d'água e obras junto ao rio claramente visíveis (zoom). Descoberta no grupo prio-3 'sem match SIGA' (5ª CGH construída encontrada, como #234/#25/#490). Terraplenagem extensa em 9/2023 (obras recentes); provavelmente em operação na data atual. Confirmar potência/operação em 2ª passada.",2026-06-21,propagado:#445,3,,,"-26.0845,-51.6264"
450,00.271-1,186189221,CGH LIELL,CGH,DEFERIDO,1.2,MARRECAS,FRANCISCO BELTRÃO,-26.036835,-52.981864,-26.034383,-52.984288,-26.036835,-52.981864,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Liell: rio meândrico natural a oeste em paisagem de lavoura/pasto, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-26.0368,-52.9819"
451,00.272-1,182128333,CGH LIKES,CGH,DEFERIDO,1.9,TOURINHO,BRAGANEY,-24.894095,-53.062484,-24.881903,-53.076591,-24.894095,-53.062484,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Likes: terreno agrícola/florestal com drenagem natural, sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.8941,-53.0625"
452,00.273-1,184439506,CGH LIKES, CGH,DEFERIDO,1.9,TOURINHO,BRAGANEY / CAMPO BONITO,-24.894095,-53.062484,-24.881903,-53.076591,-24.894095,-53.062484,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Likes: terreno agrícola/florestal com drenagem natural, sem barragem. Não construída.",2026-06-21,propagado:#451,3,,,"-24.8941,-53.0625"
453,00.274-1,199220357,CGH LIKES, CGH,DEFERIDO,1.9,TOURINHO,BRAGANEY / CAMPO BONITO,-24.894095,-53.062484,-24.881903,-53.076591,-24.894095,-53.062484,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Likes: terreno agrícola/florestal com drenagem natural, sem barragem. Não construída.",2026-06-21,propagado:#451,3,,,"-24.8941,-53.0625"
454,00.275-1,186148843,CGH LIMEIRA,CGH,DEFERIDO,2.8,PINHÃO,PINHÃO,-25.597703,-51.778834,-25.589821,-51.776556,-25.597703,-51.778834,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Limeira: Rio Pinhão natural com corredeiras em cânion florestado (área EVR), sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.5977,-51.7788"
455,00.276-1,157627740,CGH LIMEIRA,CGH,ARQUIVADO,2.8,PINHÃO,GUARAPUAVA / PINHÃO,-25.597703,-51.778834,-25.589821,-51.776556,-25.597703,-51.778834,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Limeira: Rio Pinhão natural com corredeiras em cânion florestado (área EVR), sem barragem. Não construída.",2026-06-21,propagado:#454,3,,,"-25.5977,-51.7788"
456,00.277-1,228950181,CGH LIMEIRA,CGH,PROTOCOLADO,2.8,PINHÃO,PINHÃO,-25.597703,-51.778834,-25.589821,-51.776556,-25.597703,-51.778834,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Limeira: Rio Pinhão natural com corredeiras em cânion florestado (área EVR), sem barragem. Não construída.",2026-06-21,propagado:#454,3,,,"-25.5977,-51.7788"
457,00.278-1,240782197,CGH LINHA TRINDADE,CGH,DEFERIDO,5,CHOPIM,CLEVELÂNDIA,-26.281675,-52.31198,-26.279022,-52.314294,-26.281675,-52.31198,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Linha Trindade (2ª passada): no Rio Chopim em Clevelândia, área do projeto Trindade Baixo Jusante (SIGA), ainda a construir. ANEEL=construção não iniciada (prio-2). Pendente→Não construído (confirmar visual rio livre).",2026-06-26,direta,2,Construção não iniciada,Trindade Baixo Jusante,"-26.2817,-52.312"
458,00.279-1,138559580,CGH LIRA MEIRELES,CGH,DEFERIDO,1,PIQUIRIZINHO,CORBÉLIA,-24.86868,-53.192168,-24.868797,-53.188871,-24.86868,-53.192168,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Lira Meireles (Rio Piquirizinho, Corbélia; cascata 'Bandiera Ronfim').",2026-06-26,direta,0,Operação,Bandiera Ronfim,"-24.8687,-53.1922"
459,00.908-1,148050929,CGH LIRA MEIRELES,CGH,DEFERIDO,1,PIQUIRIZINHO,CORBÉLIA,-24.86868,-53.192168,-24.868797,-53.188871,-24.86868,-53.192168,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Lira Meireles (Rio Piquirizinho, Corbélia; cascata 'Bandiera Ronfim'). [propagado de #458, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Bandiera Ronfim,"-24.8687,-53.1922"
460,00.280-1,180769226,CGH LISE,CGH,DEFERIDO,1,CÓRREGO PORTÃO,MANGUEIRINHA,-25.894564,-52.194378,-25.891505,-52.186339,-25.894564,-52.194378,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lise: lavoura com fragmentos de mata e drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.8946,-52.1944"
461,00.281-1,226166718,CGH LISE,CGH,DEFERIDO,1,CÓRREGO PORTÃO,MANGUEIRINHA,-25.894564,-52.194378,-25.891505,-52.186339,-25.894564,-52.194378,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lise: lavoura com fragmentos de mata e drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#460,3,,,"-25.8946,-52.1944"
462,00.282-1,220165590,CGH LISE,CGH,CANCELADO,1,CÓRREGO PORTÃO,MANGUEIRINHA,-25.894564,-52.194378,-25.891505,-52.186339,-25.894564,-52.194378,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lise: lavoura com fragmentos de mata e drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#460,3,,,"-25.8946,-52.1944"
463,00.283-1,57679255,CGH LONTRAS,CGH,ARQUIVADO,0.82,DAS LONTRAS,PALMAS / CLEVELÂNDIA,-26.363953,-52.150402,,-52.149944,-26.363953,-52.150402,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Lontras (Rio das Lontras, Palmas/Clevelândia; SIGA 'Lontras').",2026-06-26,direta,0,Operação,Lontras,"-26.364,-52.1504"
464,00.284-1,79374199,CGH LONTRAS,CGH,ARQUIVADO,0.612,DAS LONTRAS,PALMAS / CLEVELÂNDIA,-26.363953,-52.150402,,-52.149944,-26.363953,-52.150402,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Lontras (Rio das Lontras, Palmas/Clevelândia; SIGA 'Lontras'). [propagado de #463, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Lontras,"-26.364,-52.1504"
465,00.285-1,160940778,CGH LOPEÍ,CGH,ARQUIVADO,0.15,LOPEÍ,CASCAVEL,-24.787692,-53.65885,,-53.65885,-24.787692,-53.65885,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lopeí: lavoura com fragmentos de mata, açudes de propriedade e vale/drenagem natural (mesmo local do #708 Rio Cascavel), sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-24.7877,-53.6589"
466,00.286-1,209803046,CGH LUCAS DE MELLO,CGH,EM ANALISE,3,PATO BRANCO,CLEVELANDIA / PATO BRANCO,-26.210608,-52.539361,,,-26.210608,-52.539361,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Lucas de Mello: terreno agrícola/florestal ondulado com drenagem natural, sem barragem. Não construída.",2026-06-21,direta,3,,,"-26.2106,-52.5394"
467,00.287-1,196775579,CGH MAIA,CGH,PROTOCOLADO,2.3,DA AREIA,INÁCIO MARTINS,-25.647485,-51.171543,-25.651261,-51.172686,-25.647485,-51.171543,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Maia: rio meândrico natural com povoado rural na margem, sem barragem/reservatório. Não construída.",2026-06-21,direta,3,,,"-25.6475,-51.1715"
468,00.288-1,221470958,CGH MAMBORÊ,CGH,PROTOCOLADO,2.6,TRICOLOR,MAMBORÊ / CAMPINA DA LAGOA,-24.497103,-52.665167,-24.300934,-52.450822,-24.497103,-52.665167,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Mamborê (#468): vale florestado com drenagem natural e lavoura, sem barragem. Não construída. (cf na base aponta para o sítio do #979, ~30km — provável erro de dado).",2026-06-21,direta,3,,,"-24.4971,-52.6652"
469,00.289-1,183849590,CGH MAMBORÊ,CGH,DEFERIDO,2.6,TRICOLOR,CAMPINA DA LAGOA / MAMBORÊ,-24.497103,-52.665167,-24.300934,-52.450822,-24.497103,-52.665167,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Mamborê (#468): vale florestado com drenagem natural e lavoura, sem barragem. Não construída. (cf na base aponta para o sítio do #979, ~30km — provável erro de dado).",2026-06-21,propagado:#468,3,,,"-24.4971,-52.6652"
470,00.290-1,159030067,CGH MANDURI,CGH,INDEFERIDO,1.85,DOS PATOS,PRUDENTÓPOLIS,-25.203111,-50.943227,-25.201144,-50.942005,-25.203111,-50.943227,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Manduri: mesmo ponto do #918 Três Pedras — rodovia/complexo industrial; Rio dos Patos meândrico ao sul, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.2031,-50.9432"
471,00.291-1,185352200,CGH MANDURI,CGH,DEFERIDO,1.85,DOS PATOS,PRUDENTÓPOLIS,-25.203111,-50.943227,-25.201144,-50.942005,-25.203111,-50.943227,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Manduri: mesmo ponto do #918 Três Pedras — rodovia/complexo industrial; Rio dos Patos meândrico ao sul, sem barragem. Não construída.",2026-06-21,propagado:#470,3,,,"-25.2031,-50.9432"
472,00.292-1,227802081,CGH MANDURI,CGH,EM ANALISE,1.85,DOS PATOS,PRUDENTÓPOLIS,-25.203111,-50.943227,,,-25.203111,-50.943227,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Manduri: mesmo ponto do #918 Três Pedras — rodovia/complexo industrial; Rio dos Patos meândrico ao sul, sem barragem. Não construída.",2026-06-21,propagado:#470,3,,,"-25.2031,-50.9432"
473,00.293-1,135325481,CGH MANDURIM - MARRECAS,CGH,ARQUIVADO,1,MARRECAS,FRANCISCO BELTRÃO / MARMELEIRO,-26.174133,-53.153511,,-53.153511,-26.174133,-53.153511,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Mandurim - Marrecas: Rio Marrecas com corredeiras naturais (água esbranquiçada) em vale florestado/lavoura (imagem escura), sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-26.1741,-53.1535"
